method_key,opponent_mode,robot2_global_planner,robot2_local_planner,robot1_mode,valid_success_rate,collision_rate,avg_min_ttc_s,avg_frechet_distance,avg_smoothness,source_csv
ours_diffusion,diffusion,diffusion,pid,movebase,0.6,0.4,2.3064666647679237,2.871395448922753,9.08354340926625e-05,/data/lzq/ros_motion_planning/src/rl_training/model_screening/table31_param_screen_20260321/ours_go00_w015_step025_turn60/csv/ours_diffusion.csv
