method_key,opponent_mode,robot2_global_planner,robot1_mode,valid_success_rate,collision_rate,avg_min_ttc_s,avg_frechet_distance,avg_smoothness,source_csv
rule_based,rule_based,theta_star,movebase,0.6666666666666666,0.3333333333333333,3.213335189090797,3.181272131074601,0.00015649019592465116,/data/lzq/ros_motion_planning/src/rl_training/model_screening/table31_param_screen_20260321/rule_go08/csv/rule_based.csv
