row_type,episode,robot1_mode,opponent_mode,opponent_enabled,collided,reached_goal,timed_out,steps,episode_reward,goal_x,goal_y,goal_yaw,model_path,avg_reward,success_rate,collision_rate,timeout_rate,min_ttc,frechet_distance,smoothness
,1,movebase,diffusion,True,0,1,0,84,70.94805707782507,-3.0,-4.0,-2.8191724504468576,,,,,,1.2103336500843698,2.7647267270424094,0.00011986572349190466
,2,movebase,diffusion,True,0,0,0,400,-95.96278799325228,-3.0,-4.0,-0.946047939178823,,,,,,5.820723437581325,2.2882655843205413,1.3347727423169276e-05
,3,movebase,diffusion,True,0,0,0,400,-56.50144064426422,-3.0,-4.0,-0.6698556438885381,,,,,,4.206291039957726,2.173188217664338,1.2996972233781869e-05
,4,movebase,diffusion,True,1,0,0,110,-132.13931414484978,-3.0,-4.0,1.5736574719636254,,,,,,3.9379927801285084,2.870105837065365,8.824063894802087e-05
,5,movebase,diffusion,True,0,0,0,400,-40.00000059604645,-3.0,-4.0,-1.0911329307120345,,,,,,4.289573049903367,2.2008022615301037,1.825838200818156e-05
summary,all,movebase,diffusion,True,,,,,,,,,,-50.73109726011753,0.2,0.2,0.0,3.892982791531059,2.4594177255245517,5.0541888821011646e-05
