sample_id,step,x,y
0,0,-2.0611648559570312,-2.984005928039551
0,1,-2.1127331256866455,-3.0155999660491943
0,2,-2.1538195610046387,-3.0358073711395264
0,3,-2.2017674446105957,-3.0504672527313232
0,4,-2.257847309112549,-3.0898241996765137
0,5,-2.3032827377319336,-3.10476016998291
0,6,-2.3319356441497803,-3.1284265518188477
0,7,-2.374565362930298,-3.14900279045105
0,8,-2.4302918910980225,-3.1789543628692627
0,9,-2.4856879711151123,-3.184626817703247
0,10,-2.539842128753662,-3.2004621028900146
0,11,-2.5826361179351807,-3.244189977645874
0,12,-2.637399196624756,-3.2582950592041016
0,13,-2.6863105297088623,-3.2757623195648193
0,14,-2.7373602390289307,-3.286032199859619
0,15,-2.771822929382324,-3.3019306659698486
1,0,-2.069047689437866,-2.983882188796997
1,1,-2.121943950653076,-3.0038232803344727
1,2,-2.1689183712005615,-3.0245277881622314
1,3,-2.2197158336639404,-3.0430638790130615
1,4,-2.270220994949341,-3.056596279144287
1,5,-2.3099286556243896,-3.0742437839508057
1,6,-2.376580238342285,-3.0912091732025146
1,7,-2.4248552322387695,-3.0863986015319824
1,8,-2.4809937477111816,-3.1165969371795654
1,9,-2.5409388542175293,-3.1255111694335938
1,10,-2.5958786010742188,-3.150844097137451
1,11,-2.6529541015625,-3.173365592956543
1,12,-2.701171636581421,-3.2040159702301025
1,13,-2.753804922103882,-3.205008029937744
1,14,-2.8033151626586914,-3.236229181289673
1,15,-2.8383383750915527,-3.261871337890625
2,0,-2.052535057067871,-2.990288019180298
2,1,-2.101865530014038,-3.0085079669952393
2,2,-2.151688575744629,-3.0261871814727783
2,3,-2.191849708557129,-3.0387563705444336
2,4,-2.232966661453247,-3.0563125610351562
2,5,-2.271986246109009,-3.0845158100128174
2,6,-2.3153724670410156,-3.090541124343872
2,7,-2.3663792610168457,-3.1127564907073975
2,8,-2.4202828407287598,-3.11653733253479
2,9,-2.4756596088409424,-3.1403346061706543
2,10,-2.5264384746551514,-3.16178560256958
2,11,-2.586416244506836,-3.1757726669311523
2,12,-2.6218409538269043,-3.2014694213867188
2,13,-2.695298671722412,-3.2109475135803223
2,14,-2.751194953918457,-3.227346658706665
2,15,-2.801447629928589,-3.244706392288208
3,0,-2.0616352558135986,-2.983093023300171
3,1,-2.1163060665130615,-3.0202953815460205
3,2,-2.172475814819336,-3.031233549118042
3,3,-2.2249772548675537,-3.044351816177368
3,4,-2.2790985107421875,-3.068129301071167
3,5,-2.338196039199829,-3.0855777263641357
3,6,-2.4045908451080322,-3.1069655418395996
3,7,-2.4622483253479004,-3.1219000816345215
3,8,-2.5150647163391113,-3.1404495239257812
3,9,-2.565696954727173,-3.1553683280944824
3,10,-2.6232447624206543,-3.1647722721099854
3,11,-2.669816732406616,-3.192370891571045
3,12,-2.722334861755371,-3.214125871658325
3,13,-2.7751152515411377,-3.2215356826782227
3,14,-2.8241968154907227,-3.2346606254577637
3,15,-2.861923933029175,-3.248260974884033
4,0,-2.0335283279418945,-3.009921073913574
4,1,-2.0699257850646973,-3.0550198554992676
4,2,-2.0921595096588135,-3.097363233566284
4,3,-2.139146327972412,-3.120473861694336
4,4,-2.1758782863616943,-3.1302573680877686
4,5,-2.219017505645752,-3.159184694290161
4,6,-2.2642476558685303,-3.178449869155884
4,7,-2.3019580841064453,-3.2083027362823486
4,8,-2.357417583465576,-3.2403175830841064
4,9,-2.416236639022827,-3.2500839233398438
4,10,-2.4687442779541016,-3.2658259868621826
4,11,-2.52931547164917,-3.293163299560547
4,12,-2.5643341541290283,-3.3172383308410645
4,13,-2.6149487495422363,-3.3275272846221924
4,14,-2.670288324356079,-3.3524773120880127
4,15,-2.711582899093628,-3.3827714920043945
5,0,-2.0622029304504395,-3.007561206817627
5,1,-2.1132171154022217,-3.04592227935791
5,2,-2.1689157485961914,-3.0670032501220703
5,3,-2.213217258453369,-3.089891195297241
5,4,-2.2590160369873047,-3.1079962253570557
5,5,-2.306370258331299,-3.1321780681610107
5,6,-2.3543381690979004,-3.1291425228118896
5,7,-2.412437677383423,-3.1444027423858643
5,8,-2.467052698135376,-3.1737847328186035
5,9,-2.520676612854004,-3.186232566833496
5,10,-2.5762476921081543,-3.2078964710235596
5,11,-2.6374728679656982,-3.2198262214660645
5,12,-2.679076671600342,-3.2478668689727783
5,13,-2.72645902633667,-3.26517653465271
5,14,-2.7691140174865723,-3.279120683670044
5,15,-2.8048577308654785,-3.2832539081573486
6,0,-2.0555171966552734,-2.990561008453369
6,1,-2.1122376918792725,-3.010591983795166
6,2,-2.1619651317596436,-3.0239036083221436
6,3,-2.2116858959198,-3.0428876876831055
6,4,-2.2657811641693115,-3.055216073989868
