row_type,episode,robot1_mode,opponent_mode,opponent_enabled,collided,reached_goal,timed_out,steps,episode_reward,goal_x,goal_y,goal_yaw,model_path,avg_reward,success_rate,collision_rate,timeout_rate,min_ttc,frechet_distance,smoothness
,1,td3,movebase,False,0,1,0,124,71.52871684730053,-3.5,-5.0,-0.9272952180016122,/data/lzq/ros_motion_planning/src/rl_training/logs/forklift_movebase/run_noadv_nocurr_retrain_seed3/td3_model,,,,,3.285969231617502,4.287739573904869,4.2905600326769355e-14
,2,td3,movebase,False,0,1,0,36,92.59891718626022,-3.5,-5.0,-0.9272952180016122,/data/lzq/ros_motion_planning/src/rl_training/logs/forklift_movebase/run_noadv_nocurr_retrain_seed3/td3_model,,,,,3.2506711986346533,4.289630172989908,9.534229136158173e-14
,3,td3,movebase,False,0,1,0,55,88.88638109713793,-3.5,-5.0,-0.9272952180016122,/data/lzq/ros_motion_planning/src/rl_training/logs/forklift_movebase/run_noadv_nocurr_retrain_seed3/td3_model,,,,,3.148638906632252,4.1816505838338545,3.1914827703246546e-14
,4,td3,movebase,False,0,1,0,42,93.1986248344183,-3.5,-5.0,-0.9272952180016122,/data/lzq/ros_motion_planning/src/rl_training/logs/forklift_movebase/run_noadv_nocurr_retrain_seed3/td3_model,,,,,3.108134791127557,4.291622331747421,3.5974333594080854e-14
,5,td3,movebase,False,0,1,0,62,89.27116286382079,-3.5,-5.0,-0.9272952180016122,/data/lzq/ros_motion_planning/src/rl_training/logs/forklift_movebase/run_noadv_nocurr_retrain_seed3/td3_model,,,,,3.160178796285108,4.265333347543725,2.3986414755273858e-14
summary,all,td3,movebase,False,,,,,,,,,/data/lzq/ros_motion_planning/src/rl_training/logs/forklift_movebase/run_noadv_nocurr_retrain_seed3/td3_model,87.09676056578755,1.0,0.0,0.0,3.190718584859414,4.2631952020039545,4.602469354819046e-14
