sample_id,step,x,y
0,0,-2.7055373191833496,-1.5137441158294678
0,1,-2.7125084400177,-1.5166412591934204
0,2,-2.707674026489258,-1.5256731510162354
0,3,-2.7072670459747314,-1.540846824645996
0,4,-2.7186279296875,-1.5568954944610596
0,5,-2.729022979736328,-1.5825366973876953
0,6,-2.7367570400238037,-1.6019740104675293
0,7,-2.7470691204071045,-1.6221836805343628
0,8,-2.7738566398620605,-1.6374735832214355
0,9,-2.7605721950531006,-1.6702944040298462
0,10,-2.7838640213012695,-1.6975988149642944
0,11,-2.809990644454956,-1.7175558805465698
0,12,-2.8343374729156494,-1.7491024732589722
0,13,-2.855219841003418,-1.771883249282837
0,14,-2.8789865970611572,-1.8001972436904907
0,15,-2.8924052715301514,-1.8138912916183472
1,0,-2.7005274295806885,-1.5031341314315796
1,1,-2.7017509937286377,-1.508805751800537
1,2,-2.7145941257476807,-1.5093016624450684
1,3,-2.719843864440918,-1.513104796409607
1,4,-2.7216298580169678,-1.5227065086364746
1,5,-2.7264835834503174,-1.5261377096176147
1,6,-2.7290024757385254,-1.5341386795043945
1,7,-2.749082565307617,-1.5435782670974731
1,8,-2.7504000663757324,-1.5459167957305908
1,9,-2.7596845626831055,-1.555065631866455
1,10,-2.757568836212158,-1.5632864236831665
1,11,-2.7558698654174805,-1.5712450742721558
1,12,-2.7566380500793457,-1.5809364318847656
1,13,-2.7557613849639893,-1.5927473306655884
1,14,-2.763690233230591,-1.600214958190918
1,15,-2.75827956199646,-1.6038739681243896
2,0,-2.7011117935180664,-1.5080689191818237
2,1,-2.704401731491089,-1.5096873044967651
2,2,-2.7120201587677,-1.5200693607330322
2,3,-2.6956803798675537,-1.538155436515808
2,4,-2.6901185512542725,-1.5576567649841309
2,5,-2.6931378841400146,-1.583283543586731
2,6,-2.696279525756836,-1.604170322418213
2,7,-2.6912641525268555,-1.6312673091888428
2,8,-2.6957151889801025,-1.6619181632995605
2,9,-2.7007782459259033,-1.6930376291275024
2,10,-2.696925163269043,-1.7240815162658691
2,11,-2.69903826713562,-1.760472297668457
2,12,-2.7054169178009033,-1.8019729852676392
2,13,-2.7103068828582764,-1.8454961776733398
2,14,-2.7166807651519775,-1.8889920711517334
2,15,-2.723233938217163,-1.9373990297317505
3,0,-2.6918187141418457,-1.5009655952453613
3,1,-2.6884961128234863,-1.5032331943511963
3,2,-2.69010591506958,-1.5186091661453247
3,3,-2.6963491439819336,-1.5353024005889893
3,4,-2.702049732208252,-1.5512014627456665
3,5,-2.7032337188720703,-1.5773283243179321
3,6,-2.7018442153930664,-1.602645754814148
3,7,-2.702407121658325,-1.6319588422775269
3,8,-2.7117202281951904,-1.6653006076812744
3,9,-2.713534116744995,-1.6977697610855103
3,10,-2.7107346057891846,-1.7354793548583984
3,11,-2.7123327255249023,-1.7683136463165283
3,12,-2.7147438526153564,-1.8053064346313477
3,13,-2.7146246433258057,-1.8513914346694946
3,14,-2.7137515544891357,-1.8933357000350952
3,15,-2.709519863128662,-1.9411652088165283
4,0,-2.699126720428467,-1.5036371946334839
4,1,-2.703784942626953,-1.5078374147415161
4,2,-2.70538067817688,-1.51877760887146
4,3,-2.698857545852661,-1.5319749116897583
4,4,-2.707540273666382,-1.5443636178970337
4,5,-2.712716579437256,-1.5576982498168945
4,6,-2.704324722290039,-1.573253870010376
4,7,-2.706099271774292,-1.5816495418548584
4,8,-2.706094741821289,-1.5930640697479248
4,9,-2.7110350131988525,-1.6121526956558228
4,10,-2.7172813415527344,-1.6306918859481812
4,11,-2.724071502685547,-1.644964337348938
4,12,-2.7324378490448,-1.6626437902450562
4,13,-2.7377371788024902,-1.6893635988235474
4,14,-2.749166488647461,-1.7098402976989746
4,15,-2.7600386142730713,-1.7306350469589233
5,0,-2.697422742843628,-1.5158803462982178
5,1,-2.6972169876098633,-1.5468999147415161
5,2,-2.708015203475952,-1.594663381576538
5,3,-2.729475975036621,-1.6370551586151123
5,4,-2.75439453125,-1.7054691314697266
5,5,-2.7715561389923096,-1.7818679809570312
5,6,-2.805793285369873,-1.8724398612976074
5,7,-2.832756519317627,-1.9690139293670654
5,8,-2.873124122619629,-2.082897186279297
5,9,-2.9242589473724365,-2.1971445083618164
5,10,-2.974184036254883,-2.3273348808288574
5,11,-3.0349016189575195,-2.4640133380889893
5,12,-3.0922698974609375,-2.6118905544281006
5,13,-3.1573939323425293,-2.770719051361084
5,14,-3.2331790924072266,-2.932995080947876
5,15,-3.2986507415771484,-3.105684518814087
