step,mean_q,min_q,max_q
85.0,38.72977187590881,25.56456474439679,51.89497900742083
86.0,39.34920162877813,25.946615159300375,52.75178809825589
87.0,38.92596311796941,25.998268836546604,51.85365739939222
88.0,37.95186064925108,26.28024928016245,49.62347201833971
89.0,38.685679062780565,26.61104507663351,50.760313048927614
90.0,39.5005418281944,26.898534853027776,52.102548803361024
91.0,40.241282685505574,27.17428099998818,53.30828437102297
92.0,41.10994664183905,27.5983997215836,54.6214935620945
93.0,41.758522194787716,27.926789691747018,55.59025469782841
94.0,42.5304297943397,28.38106087210845,56.67979871657096
95.0,43.08616929705295,28.630527836350243,57.541810757755655
96.0,43.386766387123046,28.72849151694862,58.04504125729748
97.0,44.10614524462656,29.352744721210787,58.85954576804234
98.0,44.50064870875033,29.446189197453965,59.5551082200467
99.0,45.93210201109307,29.523505549925368,62.340698472260776
100.0,47.133846777482546,29.567357654539766,64.70033590042533
101.0,48.25855166119669,29.677134569139497,66.83996875325388
102.0,49.282829818746464,29.881885482953088,68.68377415453983
103.0,49.945061019916245,30.092261464076724,69.79786057575576
104.0,51.212100862138485,30.776106301555767,71.6480954227212
105.0,51.707801901107736,30.93581905091679,72.47978475129868
106.0,52.535883882170054,31.03432336561271,74.0374443987274
107.0,53.224050025813405,31.197694007567065,75.25040604405974
108.0,53.974412662392226,31.37702891589239,76.57179640889206
109.0,54.72144218320135,31.54628059888811,77.89660376751458
110.0,55.27799688608482,31.660976650937776,78.89501712123187
111.0,55.826853062191915,31.642224528751715,80.01148159563212
112.0,56.41872677696881,31.85528936835701,80.98216418558061
113.0,56.56310821914498,32.07776519226349,81.04845124602647
114.0,57.051025569532726,32.20010685235843,81.90194428670702
115.0,57.459909790838736,33.140155905281766,81.7796636763957
116.0,58.21292679973094,34.08325434368425,82.34259925577761
117.0,58.05896562457961,34.26194406129336,81.85598718786586
118.0,58.425043434985426,34.27860129395797,82.57148557601288
119.0,58.63518153228278,34.1663379358024,83.10402512876315
120.0,58.48929014144464,34.308721705088374,82.66985857780091
121.0,58.89204379026404,34.432795671054144,83.35129190947394
122.0,58.92398389671127,34.388919485296384,83.45904830812616
123.0,59.71713276350987,35.45361182631753,83.98065370070222
124.0,60.081598076026076,35.6643846768889,84.49881147516325
125.0,60.44134998869934,35.950407833345515,84.93229214405318
126.0,60.5986481715921,36.092904434044165,85.10439190914005
127.0,60.932831091554476,36.4626861799708,85.40297600313815
128.0,60.86020742911534,36.65355783602158,85.0668570222091
129.0,60.86705358378681,36.86620116740965,84.86790600016398
130.0,61.25996782379681,37.83091924646947,84.68901640112415
131.0,61.62870656845571,38.72339838200319,84.53401475490823
132.0,61.46695037541629,38.54286266672767,84.3910380841049
133.0,61.508709965865386,38.77320507742307,84.2442148543077
134.0,61.510706667948284,38.900416811502055,84.12099652439451
135.0,61.76809623674916,39.789198982890916,83.74699349060741
136.0,61.61546111258596,39.81019439832252,83.4207278268494
137.0,61.57540376322922,40.062775956415074,83.08803157004337
138.0,61.44697276953569,40.172158837458134,82.72178670161325
139.0,61.10632288638096,39.853905356056075,82.35874041670584
140.0,61.0857990877331,40.10541820179813,82.06617997366807
141.0,60.91452768115706,40.17945127175504,81.64960409055908
142.0,60.769250297562834,40.30213877397407,81.2363618211516
143.0,60.730895862594146,40.59254142794873,80.86925029723956
144.0,60.603942178739516,40.68371033508062,80.52417402239841
145.0,60.623290964710776,41.02211229656768,80.22446963285388
146.0,60.596253158522906,41.47201364625661,79.7204926707892
147.0,60.47134330440157,41.73647800733896,79.20620860146418
148.0,60.60952715786034,42.02578224823104,79.19327206748964
149.0,60.79960288445713,42.599732954072,78.99947281484225
150.0,60.94333644366767,42.940956710666754,78.94571617666858
151.0,61.21913848808264,43.817028962573715,78.62124801359157
152.0,61.47179891905953,44.60655943423626,78.3370384038828
153.0,61.64115573980006,45.09917650106654,78.18313497853359
154.0,61.99457137004369,45.90905255213176,78.08009018795562
155.0,62.13104124262185,46.42448923112269,77.837593254121
156.0,62.305058128186324,46.79003400613054,77.82008225024211
157.0,62.612861794127454,47.60581362553702,77.6199099627179
158.0,62.89323191812047,48.46739298380851,77.31907085243243
159.0,63.088075825307456,48.83654647717571,77.3396051734392
160.0,63.18874318784507,48.96653700157728,77.41094937411286
161.0,63.38101560520558,49.394233658475216,77.36779755193595
162.0,63.75949767810788,50.18133159389723,77.33766376231853
163.0,64.05903447493333,50.81515957037176,77.30290937949488
164.0,64.32108070395365,51.509339414115836,77.13282199379148
165.0,64.24292179890253,51.573141266771636,76.91270233103342
166.0,64.23057591570416,51.67874332356615,76.78240850784218
167.0,64.42628110336959,52.19711815197614,76.65544405476304
168.0,64.57251693803995,52.41815684031857,76.72687703576135
169.0,64.52323967813489,52.67841368131112,76.36806567495866
170.0,64.64319697558018,52.88904139887337,76.397352552287
171.0,64.64842035358369,52.99918358466962,76.29765712249775
172.0,64.7637178598513,53.6851256693179,75.8423100503847
173.0,64.96645545649557,54.34392290158044,75.58898801141069
174.0,64.94896774013067,54.53074757614407,75.36718790411727
175.0,64.80327007042669,54.53037019096619,75.07616994988719
176.0,65.105106874114,55.32428713610297,74.88592661212502
177.0,65.30476273638521,55.533887994025875,75.07563747874455
178.0,65.40424633213145,56.1227141604436,74.68577850381931
179.0,65.44693899322984,56.25472222437971,74.63915576207995
180.0,65.32102294119689,56.74016308787924,73.90188279451453
181.0,65.23643384592974,57.18067619803663,73.29219149382286
182.0,65.27463585928598,57.65179009678765,72.89748162178432
183.0,65.36276008005905,58.13160048225049,72.59391967786762
184.0,65.40099521859855,58.5307172742354,72.27127316296172
185.0,65.39414135561321,58.709924370664396,72.07835834056203
186.0,65.37137474965394,59.211120883182915,71.53162861612498
187.0,65.27477396444685,59.3134474392738,71.2361004896199
188.0,65.31465267762131,59.50663730228002,71.1226680529626
189.0,65.20042068622635,59.50780081204225,70.89304056041047
190.0,65.14588765080686,59.60895249353334,70.68282280808036
191.0,65.12121015586776,59.93283965384797,70.30958065788755
192.0,65.10024953304222,60.08798594053837,70.11251312554606
193.0,65.17690728084882,60.42358698942886,69.93022757226879
194.0,65.38611703494169,61.03940471260512,69.73282935727825
195.0,65.44891448061745,61.42143531068055,69.47639365055433
196.0,65.3078232339717,61.4365557261457,69.17909074179772
197.0,65.31559681877766,61.65580832613855,68.97538531141679
198.0,65.27813026891894,61.595863708734655,68.96039682910323
199.0,65.37120213735176,61.83457178671373,68.90783248798978
200.0,64.914110648287,61.56895938038122,68.25926191619276
201.0,65.12670959322392,61.94897903072201,68.30444015572583
202.0,65.05583550890152,61.89883820772793,68.21283281007513
203.0,65.08294315063833,61.81707740331255,68.3488088979641
204.0,65.20928361645828,62.49486291859653,67.92370431432003
205.0,64.71572856871626,62.090715066678285,67.34074207075423
206.0,65.11593229265517,62.50169055708077,67.73017402822958
207.0,65.3036516549424,62.535830888579724,68.07147242130506
208.0,65.74107823749503,63.16612002262214,68.31603645236791
209.0,66.16836125236857,63.69136974521344,68.6453527595237
210.0,66.56486245318152,64.11907649017452,69.01064841618852
211.0,66.69289902738241,64.06577517965805,69.32002287510677
212.0,66.6901393523053,64.4871181939188,68.8931605106918
213.0,66.7480569890352,64.42951011903375,69.06660385903668
214.0,66.57301191787828,65.0259794257339,68.12004441002266
215.0,66.70886487037757,65.048405897223,68.36932384353211
216.0,66.95582239273921,65.27945779407297,68.63218699140546
217.0,67.40878713527681,66.0041304228688,68.81344384768484
218.0,67.51437029003526,66.21759372335535,68.81114685671518
219.0,67.88820868217431,66.83569030805107,68.94072705629756
220.0,68.21111724510922,67.60621978798815,68.8160147022303
221.0,68.76815111996353,68.32301937901356,69.21328286091352
222.0,68.9814528902914,68.53730939057509,69.42559639000771
223.0,69.39605746393316,68.84257198179102,69.9495429460753
224.0,69.72793571107012,69.13724773649278,70.31862368564745
225.0,70.06229011969943,69.43190614155444,70.69267409784442
226.0,69.96716874322753,69.39618317876618,70.53815430768888
227.0,69.76921686066504,69.72779136235441,69.81064235897566
228.0,69.07838583469373,68.03956384660236,70.11720782278512
229.0,69.50525641870485,68.6045092868933,70.40600355051637
230.0,69.72208230881677,68.77382215214928,70.67034246548427
231.0,69.8843425380181,68.78459225016677,70.98409282586944
232.0,70.11904709342039,68.84941534326532,71.38867884357546
233.0,69.86514390232787,69.44735649936848,70.28293130528726
234.0,70.10492727210485,70.07915752290307,70.13069702130663
235.0,70.52954845175472,70.40570603452878,70.65339086898065
236.0,70.73846647034877,70.70311150529464,70.7738214354029
237.0,70.6087230642807,70.0629463813765,71.15449974718487
238.0,70.77397952677352,69.71478772956698,71.83317132398005
239.0,71.05707466186472,70.020706112372,72.09344321135744
240.0,71.37818070275833,70.29813760684769,72.45822379866895
241.0,71.54202317020221,70.30081438571371,72.78323195469073
242.0,71.47662395376793,69.95241171911499,73.00083618842088
243.0,71.72479705338625,70.1386631619496,73.31093094482293
244.0,71.6892882495369,69.88858773930933,73.48998875976447
245.0,72.00060425185372,70.16206035575925,73.83914814794818
246.0,72.20666374549158,70.43425077404075,73.97907671694242
247.0,72.18438337252934,70.18568272178315,74.18308402327551
248.0,72.05221059924125,69.97798175917515,74.12643943930733
249.0,72.47170954053782,70.27946565723224,74.6639534238434
250.0,72.26481301580532,69.85341270723167,74.67621332437898
251.0,72.54139529759881,69.91566817723115,75.16712241796647
252.0,73.12847662355182,70.2094079085803,76.04754533852335
253.0,73.34882331239294,70.78835343974376,75.90929318504212
254.0,73.49361589265266,70.954641386785,76.03259039852033
255.0,73.57693786661982,70.9629385396104,76.19093719362922
256.0,73.76265304602228,71.16154596128413,76.36376013076044
257.0,73.36851607546546,70.30131978617624,76.4357123647547
258.0,73.55054760085349,70.63365652704103,76.46743867466596
259.0,73.50151929950837,70.60201542267677,76.40102317633998
260.0,73.98170298662296,71.401727515663,76.56167845758294
261.0,74.17356297665697,71.55772557098146,76.78940038233246
262.0,74.00704133475298,71.23305958126613,76.78102308823983
263.0,74.49901641575522,71.38035527719225,77.61767755431819
264.0,74.55046250672365,71.426312516807,77.67461249664028
265.0,74.9042457543423,71.47855431200131,78.32993719668329
266.0,74.89835525178404,71.37126055682657,78.42544994674152
267.0,75.12399366459391,71.1571050821986,79.09088224698924
268.0,75.39546613956519,71.03757758789475,79.75335469123563
269.0,75.0642855381819,70.44859491455449,79.67997616180932
270.0,75.15311264537446,70.67092292309904,79.63530236764989
271.0,75.52112695761926,70.85011206389461,80.19214185134389
272.0,75.40293111671573,70.67540664363797,80.13045558979348
273.0,75.58993178250998,70.80785987575855,80.3720036892614
274.0,76.03770396985956,71.21197302758699,80.86343491213213
275.0,76.24809906969978,71.1314152206779,81.36478291872166
276.0,76.19965444288117,71.55262352160815,80.84668536415418
277.0,76.38525006426687,71.49017046510163,81.28032966343213
278.0,76.30912244248374,71.66699875550552,80.95124612946196
279.0,76.45332616503225,71.88416957697645,81.02248275308804
280.0,76.88098434747923,72.19281911708154,81.5691495778769
281.0,76.86892465479673,72.4680112349144,81.26983807467906
282.0,75.92029646391421,70.12334672336144,81.717246204467
283.0,75.7061648430355,69.75424706689444,81.65808261917655
284.0,75.95998073177883,69.80666354672843,82.11329791682923
285.0,75.76785114309803,68.9170646969384,82.61863758925765
286.0,76.01206975193276,69.20463602875823,82.81950347510728
287.0,76.1132412404846,69.33273886264999,82.8937436183192
288.0,75.40860084751523,68.22981013019358,82.58739156483689
289.0,75.92797712140629,68.70031208836564,83.15564215444695
290.0,75.99100330758108,69.04584637025172,82.93616024491045
291.0,76.02971082289233,68.88504072492577,83.17438092085887
292.0,75.84991269134773,68.04026490865878,83.65956047403665
293.0,75.83156990548932,68.34002946393548,83.32311034704315
294.0,76.16725103444722,68.55480123678021,83.77970083211423
295.0,76.67196262228667,69.08077329205726,84.26315195251608
296.0,76.64355496479433,69.20943531221677,84.0776746173719
297.0,76.75132051628853,69.52211223387596,83.9805287987011
298.0,76.67097873260401,69.31717350194344,84.02478396326458
299.0,76.59231431576451,69.43353507020613,83.75109356132289
300.0,76.57945472561872,69.66896345405466,83.48994599718279
301.0,76.95616310742696,70.16358673145193,83.748739483402
302.0,76.48252174175263,69.51480618330673,83.45023730019852
303.0,76.45003304108812,69.57033392679247,83.32973215538375
304.0,76.44502607486993,69.66202718816596,83.2280249615739
305.0,76.35457543881847,69.57587665440796,83.133274223229
306.0,76.78988281803234,69.84859675874256,83.7311688773221
307.0,77.06585593149276,70.16644246616909,83.96526939681645
308.0,76.75349889211546,69.32307283197893,84.18392495225199
309.0,76.81782833945176,69.49837281806815,84.13728386083538
310.0,77.13912129591186,69.90371742102695,84.37452517079677
311.0,77.0626679675902,70.03736301290863,84.08797292227177
312.0,77.56739360247181,70.23451706195956,84.90027014298406
313.0,77.41289461392873,69.78788954399603,85.03789968386143
314.0,77.82226128046554,69.795801791989,85.84872076894207
315.0,78.02225790022172,70.19836272607135,85.8461530743721
316.0,77.84341391561946,70.0182679695775,85.66855986166145
317.0,77.49756854151357,70.0273580732545,84.96777900977264
318.0,77.8859834555507,70.44286491119273,85.32910199990866
319.0,78.23946961316945,70.82188240566916,85.65705682066974
320.0,78.3485377122773,70.72941584478974,85.96765957976487
321.0,78.34142365662575,70.43268199346507,86.25016531978643
322.0,78.66325930304814,70.4784724794213,86.84804612667497
323.0,78.10536690545817,70.29982460281705,85.91090920809927
324.0,78.2806506037063,69.99243354268184,86.56886766473076
325.0,78.1986697565925,69.85412082195857,86.54321869122643
326.0,77.32424841386782,68.25393899488967,86.39455783284598
327.0,77.79918975290096,68.5544484157132,87.04393109008873
328.0,76.52082183351907,66.04304577995242,86.99859788708571
329.0,76.56259684316032,66.28504857500405,86.84014511131659
330.0,76.67383670108062,66.47226942551146,86.87540397664978
331.0,77.16614579525478,67.42589392338999,86.90639766711956
332.0,77.41700443655449,67.76159280009396,87.07241607301503
333.0,77.87480426755727,68.35919221759434,87.39041631752018
334.0,77.95162895554763,68.49796324241694,87.40529466867832
335.0,78.03320632488544,68.69861781539204,87.36779483437886
336.0,78.04763776759222,69.07153710074738,87.02373843443706
337.0,77.96277908116502,68.84040267778201,87.08515548454804
338.0,77.12582581904462,68.43117243807998,85.82047920000926
339.0,77.50922521651029,69.28076607073683,85.73768436228373
340.0,78.0279567781112,70.14436655716901,85.9115469990534
341.0,78.17057316389872,70.26140267977242,86.07974364802502
342.0,78.67994101840728,70.62549907561353,86.73438296120102
343.0,78.6260662555558,70.70547388729045,86.54665862382116
344.0,79.26606850146018,71.31280506911804,87.21933193380232
345.0,79.1877171902546,70.77732458051678,87.59810979999241
346.0,79.16412216800647,70.646468648344,87.68177568766895
347.0,79.01231375674783,70.3198703369764,87.70475717651925
348.0,79.50927612191776,70.59779388677485,88.42075835706069
349.0,79.71931423848577,71.00563534770674,88.43299312926477
350.0,79.51480682586765,70.95084818012357,88.07876547161173
351.0,79.5116087665719,70.79018032378114,88.23303720936266
352.0,79.89415875112076,71.12439089858076,88.66392660366077
353.0,79.05934073062295,69.02038610437698,89.09829535686892
354.0,79.41796697555381,69.37235140018927,89.46358255091835
355.0,79.4792922262406,69.76317488443792,89.1954095680433
356.0,79.85677079475425,70.7555295761699,88.95801201333859
357.0,80.003707851021,71.31507641103337,88.69233929100864
358.0,80.55927159045504,72.1424120011312,88.97613117977887
359.0,80.74374817896813,72.30851137718996,89.1789849807463
360.0,81.11581539293167,72.43913561178542,89.79249517407791
361.0,81.18198425036701,72.68446536725726,89.67950313347676
362.0,81.35126865919261,73.34772735714287,89.35480996124237
363.0,81.7403525324091,73.61735907089148,89.86334599392671
364.0,82.22499914867504,74.09465133152695,90.35534696582312
365.0,82.3805506101503,74.48064747156761,90.280453748733
366.0,82.21634427350051,74.285916769821,90.14677177718
367.0,82.31445243037896,74.3039216199385,90.32498324081942
368.0,81.92662329146705,73.9611751793802,89.89207140355389
369.0,82.04152626993752,73.97649564972343,90.10655689015162
370.0,81.37477446081488,73.09066020218273,89.658888719447
371.0,81.5965373559199,72.81051035017735,90.38256436166246
372.0,81.38728645235916,72.66498253903657,90.10959036568175
373.0,81.31143775097091,73.12856088425401,89.4943146176878
374.0,80.75494683842264,72.33994414519384,89.16994953165144
375.0,80.74977190250517,72.13316149214906,89.36638231286129
376.0,80.97621454257691,72.213426733315,89.73900235183883
377.0,81.02537882440322,72.00048478630187,90.05027286250457
378.0,81.40437818866701,72.16036214995684,90.64839422737717
379.0,81.40381921501515,71.86542197377952,90.94221645625078
380.0,81.17903425548874,71.05565551797872,91.30241299299875
381.0,81.2163802348471,70.82054132116131,91.61221914853287
382.0,81.47075959112313,70.72768396638894,92.21383521585732
383.0,81.63002022563875,70.91753306242583,92.34250738885166
384.0,81.6457398217272,70.86961215364418,92.42186748981024
385.0,81.53389945161504,71.01153201127781,92.05626689195226
386.0,80.97305520652677,70.42865655062855,91.517453862425
387.0,80.76244173299324,70.52510211382742,90.99978135215906
388.0,80.93334149585114,70.9806203143099,90.88606267739237
389.0,81.3265735083754,71.47586654093556,91.17728047581525
390.0,81.325823048407,71.02483140051388,91.62681469630013
391.0,81.63669281570985,71.26556801754256,92.00781761387714
392.0,81.90034744771309,71.52916548214574,92.27152941328043
393.0,82.36394543914784,72.14618377890187,92.5817070993938
394.0,82.52108078720082,71.89127990906832,93.15088166533332
395.0,82.4216822879485,71.4470150468236,93.39634952907342
396.0,83.10411389741049,72.21386444546155,93.99436334935943
397.0,83.25945987766457,72.14116650799548,94.37775324733364
398.0,83.41655565320377,71.89396346193226,94.93914784447527
399.0,83.51042483763925,71.54434067530934,95.47650899996916
400.0,83.78068591222494,72.15058089366708,95.4107909307828
401.0,83.8403263664126,72.25329776767929,95.42735496514592
402.0,83.96268716238853,72.06953293231761,95.85584139245945
403.0,84.16890868052468,72.20376768840225,96.13404967264711
404.0,84.45640471432768,72.86943370520656,96.0433757234488
405.0,84.54797470737245,73.45268229025231,95.6432671244926
406.0,84.73550549896432,73.38949871698881,96.08151228093982
407.0,85.0837208487261,74.10727949714541,96.06016220030678
408.0,85.26463137188571,74.74206241168868,95.78720033208273
409.0,85.70570249067858,75.28561587510964,96.12578910624751
410.0,85.6325615171234,75.24218917529399,96.02293385895284
411.0,86.18749689373138,75.64272688007904,96.73226690738373
412.0,86.71192881446567,76.29422491350668,97.12963271542465
413.0,86.89484131021636,76.65750414334742,97.1321784770853
414.0,87.12246876671914,76.53003040137597,97.71490713206231
415.0,87.10844958169761,76.28782524331845,97.92907392007677
416.0,87.11059900829348,76.86051442919168,97.36068358739527
417.0,86.97051650919752,76.79351739911431,97.14751561928074
418.0,87.18865612719867,76.79759919191773,97.57971306247963
419.0,87.21549745417607,77.23735068630018,97.19364422205197
420.0,87.23280574098503,77.69232808104906,96.773283400921
421.0,87.62426744593927,78.16472964184064,97.08380525003788
422.0,87.70296313786878,77.46174621012727,97.94418006561027
423.0,87.0425632931981,76.1434677072786,97.9416588791176
424.0,87.29109665198864,76.36765548244918,98.2145378215281
425.0,87.33470427194604,76.00795444836443,98.66145409552763
426.0,88.01755731582077,76.70369754722917,99.33141708441237
427.0,87.80893627356974,76.53699371657852,99.08087883056096
428.0,88.0864014108612,77.43088421918824,98.74191860253416
429.0,88.83703441735808,78.31103951064833,99.36302932406784
430.0,88.85666082486544,78.90828486378271,98.80503678594818
431.0,88.97421625421971,79.63852113570522,98.3099113727342
432.0,88.96173840016004,79.2024278111972,98.72104898912289
433.0,88.4989164583374,79.2545628071771,97.74327010949771
434.0,88.78361496142944,78.93382912167422,98.63340080118465
435.0,89.13405175935387,79.22147190530758,99.04663161340017
436.0,89.8729788893267,80.09954520427878,99.64641257437461
437.0,90.38250183169285,80.71226905909504,100.05273460429066
438.0,90.84292680416323,81.3395536583125,100.34629995001394
439.0,91.01451028341486,81.21109374536212,100.81792682146762
440.0,90.9760418142775,81.25686669504466,100.69521693351032
441.0,91.51872121744447,81.64300558706364,101.3944368478253
442.0,91.99262119042659,81.69085941678502,102.29438296406816
443.0,91.67478492892788,81.12920679419831,102.22036306365744
444.0,91.88562369677729,80.93898051175114,102.83226688180342
445.0,92.27395570576167,81.55968817346664,102.98822323805668
446.0,92.4575235751269,81.76481707340514,103.15023007684866
447.0,92.43986875179391,81.99202036362323,102.88771713996458
448.0,92.58592284646315,82.5551459029445,102.6166997899818
449.0,92.71330239409222,82.99376430825552,102.43284047992893
450.0,92.24969500929726,82.29200369163895,102.20738632695557
451.0,92.6440263506527,82.65513806978952,102.63291463151587
452.0,92.66664497108059,82.4669527540215,102.86633718813967
453.0,93.52149612949012,83.30906668272092,103.7339255762593
454.0,93.96722630780087,83.85129386454649,104.08315875105524
455.0,94.45158125270437,84.64073494317972,104.26242756222902
456.0,94.32008126952378,84.76897941150824,103.87118312753933
457.0,94.64870546679015,85.33322526918553,103.96418566439478
458.0,94.92416656989141,85.62224847590956,104.22608466387327
459.0,94.8875452009882,85.89092267617016,103.88416772580625
460.0,95.26732133579661,85.64755489585784,104.88708777573538
461.0,95.30825315790543,85.71998431227792,104.89652200353294
462.0,95.30837991425844,86.07337726898959,104.5433825595273
463.0,94.95725459983456,85.8988314427254,104.0156777569437
464.0,94.7953800004468,86.14498498058177,103.44577502031183
465.0,95.17720216885915,86.09515246763102,104.25925187008728
466.0,95.15974478461484,85.88292497111206,104.43656459811761
467.0,95.86503762487894,86.51946615320009,105.2106090965578
468.0,95.89226181344085,86.85419556327071,104.93032806361101
469.0,96.4468520078292,87.18595816636747,105.70774584929093
470.0,96.69345022379431,87.61483702014087,105.77206342744776
471.0,96.44476064269907,87.40727177515802,105.4822495102401
472.0,97.04087753497211,87.80735804368715,106.27439702625709
473.0,97.26987121763213,88.29959358331257,106.24014885195169
474.0,97.5650318467234,88.35868833264733,106.77137536079948
475.0,97.36444640191924,88.44151685656034,106.28737594727814
476.0,97.43919560938357,88.47491033691993,106.4034808818472
477.0,97.42870271470497,88.23631365137247,106.62109177803748
478.0,97.61913131713585,88.4839393052782,106.75432332899351
479.0,98.03739625549062,88.55419314086366,107.5205993701176
480.0,98.24675973357927,88.96699129503901,107.52652817211951
481.0,97.9494500169352,89.3303866174394,106.56851341643099
482.0,97.70411667906004,89.02409813880094,106.38413521931915
483.0,98.17230898454271,89.12765908908099,107.21695888000443
484.0,98.12935977859331,89.14393294457719,107.11478661260945
485.0,98.19574737861484,89.52399765793197,106.86749709929772
486.0,97.72746238989888,88.85039122709972,106.60453355269803
487.0,97.98192905679278,89.34303231068859,106.62082580289699
488.0,98.01606456603051,89.48716612185606,106.54496301020495
489.0,98.12043078093625,89.26821482949467,106.97264673237783
490.0,98.06662554158774,89.45659872984598,106.67665235332949
491.0,97.82019667578345,88.89324476506451,106.74714858650239
492.0,98.1995451875264,89.3656008915854,107.03348948346739
493.0,98.72512251386652,89.7585390934425,107.69170593429057
494.0,99.34128366335878,90.21135950050449,108.47120782621307
495.0,99.7079724051772,90.5500288483056,108.8659159620488
496.0,99.92284296556281,90.45039705722505,109.39528887390055
497.0,99.89910000506609,90.55155257244981,109.24664743768237
