row_type,episode,robot1_mode,opponent_mode,opponent_enabled,collided,reached_goal,timed_out,steps,episode_reward,goal_x,goal_y,goal_yaw,model_path,avg_reward,success_rate,collision_rate,timeout_rate,min_ttc,frechet_distance,smoothness
,1,movebase,movebase,True,0,0,0,400,-48.66408349573612,-2.2,-1.6,2.0858906349486963,,,,,,14.624988198343383,3.8927230929941445,8.872552275600571e-06
summary,all,movebase,movebase,True,,,,,,,,,,-48.66408349573612,0.0,0.0,0.0,14.624988198343383,3.8927230929941445,8.872552275600571e-06
