method,agent,source_type,point_idx,x,y
unconditional_diffusion,robot2,plan,0,-2.70002622227367,-1.5001588904866376
unconditional_diffusion,robot2,plan,1,-2.718423336569354,-1.5235596359054069
unconditional_diffusion,robot2,plan,2,-2.809912391410127,-1.6231339094435984
unconditional_diffusion,robot2,plan,3,-2.9034899728680594,-1.7249285066953062
unconditional_diffusion,robot2,plan,4,-2.9996977595560073,-1.8316311868352706
unconditional_diffusion,robot2,plan,5,-3.0982382098874552,-1.9414317181717087
unconditional_diffusion,robot2,plan,6,-3.2004494881814347,-2.053699619773198
unconditional_diffusion,robot2,plan,7,-3.3037692892522443,-2.1727872045467835
unconditional_diffusion,robot2,plan,8,-3.4093982133206073,-2.291971618506557
unconditional_diffusion,robot2,plan,9,-3.517736867295161,-2.415819419093429
unconditional_diffusion,robot2,plan,10,-3.63046829213779,-2.5424013140467188
unconditional_diffusion,robot2,plan,11,-3.744563861283528,-2.6706191369278356
unconditional_diffusion,robot2,plan,12,-3.866152038575891,-2.7877096746797547
unconditional_diffusion,robot2,plan,13,-4.0061483745904205,-2.8675671024677896
unconditional_diffusion,robot2,plan,14,-4.139863257296153,-2.9637148069564145
unconditional_diffusion,robot2,plan,15,-4.270336170921568,-3.0745219095045337
unconditional_diffusion,robot2,plan,16,-4.419670894784659,-3.162202840033331
