method,agent,source_type,point_idx,x,y
rule_based,robot2,odom,0,-2.7000001369881717,-1.5000091406082683
rule_based,robot2,odom,1,-2.721884188162431,-1.5471357719853647
rule_based,robot2,odom,2,-2.741142244465038,-1.5911384337648518
rule_based,robot2,odom,3,-2.7599532106658873,-1.6371799968191816
rule_based,robot2,odom,4,-2.782248581218278,-1.6816746243954543
rule_based,robot2,odom,5,-2.8039833827729552,-1.7239629708533042
rule_based,robot2,odom,6,-2.834537578185672,-1.7653828818308486
rule_based,robot2,odom,7,-2.866839040771025,-1.8025916639650306
rule_based,robot2,odom,8,-2.8960809237389933,-1.8411057938715112
rule_based,robot2,odom,9,-2.9267520176457356,-1.879243315782123
rule_based,robot2,odom,10,-2.9596471046325012,-1.9159796084475835
rule_based,robot2,odom,11,-2.9944113546920965,-1.95120738186265
rule_based,robot2,odom,12,-3.0302737581259125,-1.9860958545161291
rule_based,robot2,odom,13,-3.0665085037447675,-2.020214691129648
rule_based,robot2,odom,14,-3.103487780667101,-2.0537686059398306
rule_based,robot2,odom,15,-3.1408197142219594,-2.085544455582274
rule_based,robot2,odom,16,-3.179250324734268,-2.1180587083832396
rule_based,robot2,odom,17,-3.216560579654755,-2.1506940026757118
rule_based,robot2,odom,18,-3.2540723539130325,-2.1839887951339954
rule_based,robot2,odom,19,-3.2906905422019657,-2.2170705676288605
rule_based,robot2,odom,20,-3.328145604127477,-2.250509079065776
rule_based,robot2,odom,21,-3.402309366168763,-2.316727909385062
rule_based,robot2,odom,22,-3.439299311808779,-2.3497067743195417
rule_based,robot2,odom,23,-3.4765666448918346,-2.3828170703720097
rule_based,robot2,odom,24,-3.5138106114217247,-2.4159487773969404
rule_based,robot2,odom,25,-3.5511179793597494,-2.449064027212525
rule_based,robot2,odom,26,-3.5886655340829137,-2.4824109055342305
rule_based,robot2,odom,27,-3.625822017691077,-2.5152881765662896
rule_based,robot2,odom,28,-3.663333993265669,-2.548623195222732
rule_based,robot2,odom,29,-3.700470257474265,-2.581697061178749
rule_based,robot2,odom,30,-3.7378589496825945,-2.615009837424814
rule_based,robot2,odom,31,-3.7746665139871185,-2.6488928722287897
rule_based,robot2,odom,32,-3.8112372731837647,-2.682972630794224
rule_based,robot2,odom,33,-3.8470796759027452,-2.717476900698455
rule_based,robot2,odom,34,-3.882862421801271,-2.751961403351029
rule_based,robot2,odom,35,-3.9158493576730473,-2.789964219797423
rule_based,robot2,odom,36,-3.948656279901832,-2.8263325586148467
rule_based,robot2,odom,37,-3.981735247931367,-2.8643218032899878
rule_based,robot2,odom,38,-4.012303204138889,-2.900872862508977
rule_based,robot2,odom,39,-4.0390934506454625,-2.944064820610452
rule_based,robot2,odom,40,-4.064593567818149,-2.9857415562843337
rule_based,robot2,odom,41,-4.088402636062557,-3.0287220876394216
rule_based,robot2,odom,42,-4.13158978443061,-3.1207635358141497
rule_based,robot2,odom,43,-4.138403463773591,-3.172324779005365
rule_based,robot2,odom,44,-4.145235805703018,-3.2202709515747734
rule_based,robot2,odom,45,-4.143911166250956,-3.2697085755026998
rule_based,robot2,odom,46,-4.148868338735958,-3.3274721504878215
rule_based,robot2,odom,47,-4.170329792139612,-3.36530990473519
rule_based,robot2,odom,48,-4.1793634795411165,-3.417118346605165
rule_based,robot2,odom,49,-4.171250261449972,-3.4582323134761057
rule_based,robot2,odom,50,-4.1592998190806005,-3.505554469327571
rule_based,robot2,odom,51,-4.151549549513917,-3.554775237309039
rule_based,robot2,odom,52,-4.140515776917201,-3.602115803175573
rule_based,robot2,odom,53,-4.121802747845836,-3.64982921421185
rule_based,robot2,odom,54,-4.105517191059406,-3.6941060479418857
rule_based,robot2,odom,55,-4.092030277914186,-3.7441435907014995
rule_based,robot2,odom,56,-4.088355325997014,-3.793253242857537
rule_based,robot2,odom,57,-4.072954530089783,-3.8356795116567275
rule_based,robot2,odom,58,-4.04525647120238,-3.874933504550198
rule_based,robot2,odom,59,-4.023495593042301,-3.9147863337229896
rule_based,robot2,odom,60,-4.002675827223706,-3.9613904132610442
