method,agent,source_type,point_idx,x,y
diffusion,robot2,plan,0,-2.700025846315493,-1.5001565634231129
diffusion,robot2,plan,1,-2.7271234880758173,-1.53808177062895
diffusion,robot2,plan,2,-2.8289683497787728,-1.6523211582188773
diffusion,robot2,plan,3,-2.9338747690106857,-1.765201568412437
diffusion,robot2,plan,4,-3.0380425481569344,-1.8777144388645985
diffusion,robot2,plan,5,-3.142459931493924,-1.9907643891612692
diffusion,robot2,plan,6,-3.246365804483365,-2.105342521339599
diffusion,robot2,plan,7,-3.3486057923259445,-2.218851387101714
diffusion,robot2,plan,8,-3.453184031075116,-2.332261131719639
diffusion,robot2,plan,9,-3.5554996729727946,-2.4454247885309486
diffusion,robot2,plan,10,-3.6580216874951,-2.556745712382184
diffusion,robot2,plan,11,-3.7647594718082225,-2.6693957290474546
diffusion,robot2,plan,12,-3.8683101762306573,-2.7829137292919426
diffusion,robot2,plan,13,-3.971883356454139,-2.894643130905443
diffusion,robot2,plan,14,-4.085895368986767,-2.9769382588634703
diffusion,robot2,plan,15,-4.203006935776187,-3.0551966238900445
diffusion,robot2,plan,16,-4.328596304825179,-3.1097252504810706
