row_type,episode,robot1_mode,opponent_mode,opponent_enabled,collided,reached_goal,timed_out,steps,episode_reward,goal_x,goal_y,goal_yaw,model_path,avg_reward,success_rate,collision_rate,timeout_rate,min_ttc,frechet_distance,smoothness
,1,movebase,rule_based,True,0,0,0,400,-88.61021140217781,-2.025,-4.975,-2.8191724504468576,,,,,,3.428501799894396,2.585489675434749,1.9096719853679e-05
summary,all,movebase,rule_based,True,,,,,,,,,,-88.61021140217781,0.0,0.0,0.0,3.428501799894396,2.585489675434749,1.9096719853679e-05
