method,agent,source_type,point_idx,x,y
diffusion,robot2,plan,0,-2.70002733628721,-1.500165895352627
diffusion,robot2,plan,1,-2.7370052727574334,-1.5421261501668513
diffusion,robot2,plan,2,-2.8412631058561963,-1.6487928395292129
diffusion,robot2,plan,3,-2.9433111000501118,-1.7647661542763313
diffusion,robot2,plan,4,-3.046779870796589,-1.8771701669837164
diffusion,robot2,plan,5,-3.151883636645069,-1.9899531435627935
diffusion,robot2,plan,6,-3.2561007896961676,-2.1020680968588374
diffusion,robot2,plan,7,-3.360346666047538,-2.2136205041217076
diffusion,robot2,plan,8,-3.4618715276805094,-2.325070530730269
diffusion,robot2,plan,9,-3.564065386045179,-2.436896721664304
diffusion,robot2,plan,10,-3.6675601723843805,-2.549526424006003
diffusion,robot2,plan,11,-3.7695806767365774,-2.659412017492935
diffusion,robot2,plan,12,-3.8724929080097814,-2.7697128929231383
diffusion,robot2,plan,13,-3.973105908096776,-2.8794298599844192
diffusion,robot2,plan,14,-4.090725764202531,-2.9585901879264727
diffusion,robot2,plan,15,-4.207116367356578,-3.0337765682525024
diffusion,robot2,plan,16,-4.335934743607692,-3.0844549385697517
