row_type,episode,robot1_mode,opponent_mode,opponent_enabled,collided,reached_goal,timed_out,steps,episode_reward,goal_x,goal_y,goal_yaw,model_path,avg_reward,success_rate,collision_rate,timeout_rate,min_ttc,frechet_distance,smoothness
,1,movebase,rule_based,False,0,1,0,93,71.53146857023239,-1.275,-4.975,1.7978664651663625,,,,,,13.157830188951962,5.467101224064326,2.5350826761584806e-14
summary,all,movebase,rule_based,False,,,,,,,,,,71.53146857023239,1.0,0.0,0.0,13.157830188951962,5.467101224064326,2.5350826761584806e-14
