method,agent,source_type,point_idx,x,y
diffusion,robot2,plan,0,-2.700026403235782,-1.5001600653534535
diffusion,robot2,plan,1,-2.7281045805225714,-1.536775480645794
diffusion,robot2,plan,2,-2.8309835862077106,-1.6469273513817786
diffusion,robot2,plan,3,-2.931383771631943,-1.75818939795368
diffusion,robot2,plan,4,-3.0316747785937936,-1.870869419987185
diffusion,robot2,plan,5,-3.133582550569938,-1.9812094583195674
diffusion,robot2,plan,6,-3.2357878112009186,-2.0904043496946896
diffusion,robot2,plan,7,-3.3365250291653146,-2.200829986342621
diffusion,robot2,plan,8,-3.436619957683939,-2.3112585534958296
diffusion,robot2,plan,9,-3.5369613411753034,-2.4216105585989554
diffusion,robot2,plan,10,-3.6349530412346915,-2.531129447825295
diffusion,robot2,plan,11,-3.733675807590818,-2.6398688371116767
diffusion,robot2,plan,12,-3.8334660259025615,-2.7495890977456057
diffusion,robot2,plan,13,-3.931705843731936,-2.8583061197880597
diffusion,robot2,plan,14,-4.031959811079856,-2.96583069149303
diffusion,robot2,plan,15,-4.146825999475714,-3.0355655894060654
diffusion,robot2,plan,16,-4.269612857791863,-3.0872390204755855
