method,agent,source_type,point_idx,x,y
rule_based,robot2,odom,0,-2.6999999963400616,-1.5000083973692728
rule_based,robot2,odom,1,-2.722366057792912,-1.5478139909788147
rule_based,robot2,odom,2,-2.7409462896657653,-1.5920038258431841
rule_based,robot2,odom,3,-2.7592758126535917,-1.6382678129305313
rule_based,robot2,odom,4,-2.7801644958494807,-1.6831718704300813
rule_based,robot2,odom,5,-2.8021122739919613,-1.7257186753059026
rule_based,robot2,odom,6,-2.8317823435133485,-1.7672169129336779
rule_based,robot2,odom,7,-2.8632493943682715,-1.804704230446771
rule_based,robot2,odom,8,-2.891881917036564,-1.844002657073742
rule_based,robot2,odom,9,-2.923287604076698,-1.8809541239220846
rule_based,robot2,odom,10,-2.9553369053742298,-1.9183941156450774
rule_based,robot2,odom,11,-2.9907651106907873,-1.9534208587834194
rule_based,robot2,odom,12,-3.0263579629296045,-1.988169778330816
rule_based,robot2,odom,13,-3.0627047113492742,-2.0221031631098954
rule_based,robot2,odom,14,-3.0988771143209046,-2.056359393765167
rule_based,robot2,odom,15,-3.1726786617555236,-2.122906743822793
rule_based,robot2,odom,16,-3.2104588081463756,-2.1538891791744135
rule_based,robot2,odom,17,-3.2501336726582175,-2.1854998753056467
rule_based,robot2,odom,18,-3.287362723016315,-2.2170340843542444
rule_based,robot2,odom,19,-3.326148754367515,-2.2492237256704497
rule_based,robot2,odom,20,-3.363694945460433,-2.280793135672197
rule_based,robot2,odom,21,-3.4024030989806,-2.312901246388562
rule_based,robot2,odom,22,-3.4406389688351653,-2.344203233441537
rule_based,robot2,odom,23,-3.4794154762360434,-2.3760485299026333
rule_based,robot2,odom,24,-3.5181319748347493,-2.4075595432892363
rule_based,robot2,odom,25,-3.556586404869785,-2.439247163185589
rule_based,robot2,odom,26,-3.5954169722303035,-2.471036514539381
rule_based,robot2,odom,27,-3.6339530907008815,-2.502601673604316
rule_based,robot2,odom,28,-3.6728777971858313,-2.534665530942138
rule_based,robot2,odom,29,-3.711304813429568,-2.566308745996823
rule_based,robot2,odom,30,-3.7501994298658192,-2.5984265468472127
rule_based,robot2,odom,31,-3.7883691111095685,-2.6302013267708677
rule_based,robot2,odom,32,-3.8271612213577577,-2.66263584952101
rule_based,robot2,odom,33,-3.8645999801570277,-2.6948790319523406
rule_based,robot2,odom,34,-3.9406183765427576,-2.7599089828789767
rule_based,robot2,odom,35,-3.979074023179439,-2.79262443811525
rule_based,robot2,odom,36,-4.015960314970236,-2.8262195477895733
rule_based,robot2,odom,37,-4.053447699268798,-2.859627707169766
rule_based,robot2,odom,38,-4.088610444412713,-2.8944185745673328
rule_based,robot2,odom,39,-4.1244622416646255,-2.929845825016006
rule_based,robot2,odom,40,-4.15609475235032,-2.967536367212709
rule_based,robot2,odom,41,-4.1784331995702155,-3.0121048818008824
rule_based,robot2,odom,42,-4.19044144912293,-3.0620831795496697
rule_based,robot2,odom,43,-4.199022432444781,-3.1144299165371763
rule_based,robot2,odom,44,-4.202947613656439,-3.165238716323016
rule_based,robot2,odom,45,-4.220152702697599,-3.210766410109523
rule_based,robot2,odom,46,-4.232995492173451,-3.251492759119526
rule_based,robot2,odom,47,-4.237217196000082,-3.3096095615985446
rule_based,robot2,odom,48,-4.271580776265884,-3.351466420008115
rule_based,robot2,odom,49,-4.269425369264544,-3.4058094673200863
rule_based,robot2,odom,50,-4.267987688238586,-3.4568627060418784
rule_based,robot2,odom,51,-4.25942220735538,-3.4987537392194357
rule_based,robot2,odom,52,-4.253498958706193,-3.5479006415097967
rule_based,robot2,odom,53,-4.2559852960173625,-3.5840755985238664
rule_based,robot2,odom,54,-4.262461719381426,-3.6320969763145494
rule_based,robot2,odom,55,-4.295521326077236,-3.7269055157548543
rule_based,robot2,odom,56,-4.334989577626257,-3.7844829451592057
rule_based,robot2,odom,57,-4.35244829194412,-3.8313643037633063
rule_based,robot2,odom,58,-4.362302184616867,-3.8778859705512216
rule_based,robot2,odom,59,-4.370782631477856,-3.9265897311774256
rule_based,robot2,odom,60,-4.372945028748783,-3.975214864013542
rule_based,robot2,odom,61,-4.373678961694011,-4.025616113977381
rule_based,robot2,odom,62,-4.3680677477525665,-4.074961931909515
rule_based,robot2,odom,63,-4.362105494991356,-4.124356661494562
rule_based,robot2,odom,64,-4.352381696080508,-4.173862592852195
rule_based,robot2,odom,65,-4.345113574755924,-4.219831262138333
rule_based,robot2,odom,66,-4.332808942957313,-4.2695570114424655
rule_based,robot2,odom,67,-4.323577246837542,-4.314422761042554
rule_based,robot2,odom,68,-4.307828508181758,-4.362502114053877
rule_based,robot2,odom,69,-4.28811429300779,-4.40560465022012
rule_based,robot2,odom,70,-4.266720008785368,-4.451640366169891
rule_based,robot2,odom,71,-4.233712818135612,-4.4905941926089605
rule_based,robot2,odom,72,-4.206181709295295,-4.532588722538251
rule_based,robot2,odom,73,-4.175485122429827,-4.571147631254838
rule_based,robot2,odom,74,-4.1464556513010375,-4.610149607623866
rule_based,robot2,odom,75,-4.118616095667844,-4.648045320642872
rule_based,robot2,odom,76,-4.0866814334223545,-4.6864393947463325
rule_based,robot2,odom,77,-4.016501784870916,-4.755527052633158
rule_based,robot2,odom,78,-3.9761185206867125,-4.782915149166682
rule_based,robot2,odom,79,-3.934031564751149,-4.810308875484553
rule_based,robot2,odom,80,-3.8886505149222,-4.832499436254665
rule_based,robot2,odom,81,-3.84631538409282,-4.855676298633988
rule_based,robot2,odom,82,-3.798042152822067,-4.87328576177242
rule_based,robot2,odom,83,-3.7518323941785883,-4.88598054057739
rule_based,robot2,odom,84,-3.7043054642779265,-4.901827889139217
rule_based,robot2,odom,85,-3.658019644155761,-4.912114574286702
rule_based,robot2,odom,86,-3.6098450077061845,-4.920863459041981
rule_based,robot2,odom,87,-3.5588511099831295,-4.917453972607088
rule_based,robot2,odom,88,-3.5088677183427284,-4.9218828850288485
rule_based,robot2,odom,89,-3.4590225716978673,-4.918378817216811
rule_based,robot2,odom,90,-3.4091842839073725,-4.917742890874513
rule_based,robot2,odom,91,-3.362182866246152,-4.91383563920615
rule_based,robot2,odom,92,-3.3120257770582198,-4.909208535439083
rule_based,robot2,odom,93,-3.2649521550273075,-4.9038218560079665
rule_based,robot2,odom,94,-3.21569734367041,-4.8907371875446755
rule_based,robot2,odom,95,-3.1691415287313585,-4.875014461922102
rule_based,robot2,odom,96,-3.122176074591267,-4.855202112844942
rule_based,robot2,odom,97,-3.0776090482018774,-4.8318358178650636
rule_based,robot2,odom,98,-3.0329452943809074,-4.811742590970107
rule_based,robot2,odom,99,-2.9471025100074564,-4.764594451375378
rule_based,robot2,odom,100,-2.904379805618105,-4.738677281012655
rule_based,robot2,odom,101,-2.8663974531476297,-4.709767682367649
rule_based,robot2,odom,102,-2.8298858754421445,-4.676020045911887
rule_based,robot2,odom,103,-2.799616287814577,-4.635182391874846
rule_based,robot2,odom,104,-2.7648117707646263,-4.599023343543678
rule_based,robot2,odom,105,-2.738979672741628,-4.554879938357357
rule_based,robot2,odom,106,-2.7081553970830283,-4.514726338644506
rule_based,robot2,odom,107,-2.685999169265275,-4.471589115097194
rule_based,robot2,odom,108,-2.6603130665656973,-4.427535782516669
rule_based,robot2,odom,109,-2.6374800021316265,-4.385789777222005
rule_based,robot2,odom,110,-2.61567814604786,-4.340390929940085
rule_based,robot2,odom,111,-2.6017481295147267,-4.294054146525776
rule_based,robot2,odom,112,-2.590173135873799,-4.2451303905105195
rule_based,robot2,odom,113,-2.584699329624403,-4.194916678455749
rule_based,robot2,odom,114,-2.577729751815722,-4.145315668582485
rule_based,robot2,odom,115,-2.57706987714344,-4.094100698478766
rule_based,robot2,odom,116,-2.5730990971054375,-4.046969068989351
rule_based,robot2,odom,117,-2.5766676443411143,-3.9965151775314953
rule_based,robot2,odom,118,-2.5823031382764414,-3.94850732005656
rule_based,robot2,odom,119,-2.605584514937792,-3.853082058710592
rule_based,robot2,odom,120,-2.616040745374253,-3.8035589844580375
rule_based,robot2,odom,121,-2.6360442494636516,-3.7569557831043365
rule_based,robot2,odom,122,-2.6522631373131924,-3.7091328374268207
rule_based,robot2,odom,123,-2.675103251224472,-3.6660555225141946
rule_based,robot2,odom,124,-2.6969158900003234,-3.6204528718697295
rule_based,robot2,odom,125,-2.7171224945917545,-3.577661983533959
rule_based,robot2,odom,126,-2.745151380278207,-3.534813870053305
rule_based,robot2,odom,127,-2.7763679353313266,-3.4978048914320516
rule_based,robot2,odom,128,-2.8097706720812954,-3.459860132934268
rule_based,robot2,odom,129,-2.848638898275715,-3.427826783332265
rule_based,robot2,odom,130,-2.8845191112316235,-3.3930494621393863
rule_based,robot2,odom,131,-2.925993900106885,-3.362441562329801
rule_based,robot2,odom,132,-2.9640857388755486,-3.332321356637418
rule_based,robot2,odom,133,-3.0081289716629733,-3.3069076228249212
rule_based,robot2,odom,134,-3.049716535093603,-3.281479966085464
rule_based,robot2,odom,135,-3.0916274591193336,-3.2575832771637634
rule_based,robot2,odom,136,-3.1400208077972507,-3.2441945229694507
rule_based,robot2,odom,137,-3.186905454700341,-3.226170205905162
