method,agent,source_type,point_idx,x,y
unconditional_diffusion,robot2,plan,0,-2.7000265929734475,-1.500161228520425
unconditional_diffusion,robot2,plan,1,-2.722635532564855,-1.5174105903279131
unconditional_diffusion,robot2,plan,2,-2.815036215954839,-1.6163661356748311
unconditional_diffusion,robot2,plan,3,-2.9125275680787337,-1.7185123514961853
unconditional_diffusion,robot2,plan,4,-3.0095232271043013,-1.8264253404595907
unconditional_diffusion,robot2,plan,5,-3.104764739042866,-1.9394240995662142
unconditional_diffusion,robot2,plan,6,-3.204077016042438,-2.054937691151018
unconditional_diffusion,robot2,plan,7,-3.306650787135789,-2.1748115279894025
unconditional_diffusion,robot2,plan,8,-3.4096428425515724,-2.2994895959508166
unconditional_diffusion,robot2,plan,9,-3.5138199061215087,-2.428440122918717
unconditional_diffusion,robot2,plan,10,-3.6160904096497,-2.5674630579464495
unconditional_diffusion,robot2,plan,11,-3.7226227556289766,-2.7039544436347196
unconditional_diffusion,robot2,plan,12,-3.8334740936098384,-2.826247815074314
unconditional_diffusion,robot2,plan,13,-3.9662822115025866,-2.923365501467279
unconditional_diffusion,robot2,plan,14,-4.09293018744691,-3.0315969213445286
unconditional_diffusion,robot2,plan,15,-4.218777008704976,-3.1481994618963887
unconditional_diffusion,robot2,plan,16,-4.383824363777152,-3.2420399507648145
