method,agent,source_type,point_idx,x,y
diffusion,robot2,plan,0,-2.700027428530609,-1.5001664824393652
diffusion,robot2,plan,1,-2.727354230670088,-1.5385924795383525
diffusion,robot2,plan,2,-2.827143056542182,-1.6474197861214492
diffusion,robot2,plan,3,-2.927545493061823,-1.7576556159914765
diffusion,robot2,plan,4,-3.025948705739545,-1.8660094249410448
diffusion,robot2,plan,5,-3.126717605856487,-1.974069126933112
diffusion,robot2,plan,6,-3.2258613981771833,-2.082124825377528
diffusion,robot2,plan,7,-3.3255203406449887,-2.1900005245283745
diffusion,robot2,plan,8,-3.4246538813484304,-2.2965549297337895
diffusion,robot2,plan,9,-3.522827044380111,-2.403983331589381
diffusion,robot2,plan,10,-3.621849865320135,-2.5113090131223075
diffusion,robot2,plan,11,-3.7211050511902277,-2.61783987863929
diffusion,robot2,plan,12,-3.8205975641180667,-2.724603796630567
diffusion,robot2,plan,13,-3.9207720900704937,-2.832114310255044
diffusion,robot2,plan,14,-4.020017354428299,-2.9381151616441357
diffusion,robot2,plan,15,-4.118575129026752,-3.0436561820459103
diffusion,robot2,plan,16,-4.231305885651884,-3.118761407484769
