method,agent,source_type,point_idx,x,y
rule_based,robot2,odom,68,-3.375457517744707,-3.7336153379237103
rule_based,robot2,odom,69,-3.3447212614918653,-3.7463419356374588
rule_based,robot2,odom,70,-3.3229806964779067,-3.7482875488354663
rule_based,robot2,odom,71,-3.3120249342799184,-3.7201808423093086
rule_based,robot2,odom,72,-3.303641310616788,-3.70990171051641
rule_based,robot2,odom,73,-3.2874663372535955,-3.714380027639001
rule_based,robot2,odom,74,-3.2652879874754093,-3.7313486772042532
rule_based,robot2,odom,75,-3.2513861779271553,-3.754098197962594
rule_based,robot2,odom,76,-3.2407883696653643,-3.7773263670084973
rule_based,robot2,odom,77,-3.224273115051133,-3.7887370161900886
