method,agent,source_type,point_idx,x,y
unconditional_diffusion,robot2,plan,0,-2.700027614837153,-1.500167646838416
unconditional_diffusion,robot2,plan,1,-2.7220619225255747,-1.5259479900315114
unconditional_diffusion,robot2,plan,2,-2.816188937800648,-1.6303077112468731
unconditional_diffusion,robot2,plan,3,-2.9155131348001855,-1.7344409661659634
unconditional_diffusion,robot2,plan,4,-3.013955278245107,-1.8400590426457117
unconditional_diffusion,robot2,plan,5,-3.108847068534276,-1.9542327540355966
unconditional_diffusion,robot2,plan,6,-3.2046004705553495,-2.069164383995875
unconditional_diffusion,robot2,plan,7,-3.30342786039917,-2.1852852130881675
unconditional_diffusion,robot2,plan,8,-3.40215058901765,-2.3054844555664467
unconditional_diffusion,robot2,plan,9,-3.5055390420992434,-2.4302613323821545
unconditional_diffusion,robot2,plan,10,-3.6066459160885236,-2.5567664293481855
unconditional_diffusion,robot2,plan,11,-3.716238325937512,-2.6632642809842584
unconditional_diffusion,robot2,plan,12,-3.8295979364682617,-2.7686186696692827
unconditional_diffusion,robot2,plan,13,-3.957129416084197,-2.8483029563860582
unconditional_diffusion,robot2,plan,14,-4.079327993686083,-2.9364170569494825
unconditional_diffusion,robot2,plan,15,-4.191363697058367,-3.0505149255192396
unconditional_diffusion,robot2,plan,16,-4.31132572244359,-3.13809171627657
