row_type,episode,robot1_mode,opponent_mode,opponent_enabled,collided,reached_goal,timed_out,steps,episode_reward,goal_x,goal_y,goal_yaw,model_path,avg_reward,success_rate,collision_rate,timeout_rate,min_ttc,frechet_distance,smoothness
,1,movebase,rule_based,True,0,1,0,76,87.32950359582901,-3.0,-4.0,0.0,,,,,,2.6838937585439604,2.724016578559958,0.00014824572267868374
summary,all,movebase,rule_based,True,,,,,,,,,,87.32950359582901,1.0,0.0,0.0,2.6838937585439604,2.724016578559958,0.00014824572267868374
