row_type,episode,robot1_mode,opponent_mode,opponent_enabled,collided,reached_goal,timed_out,steps,episode_reward,goal_x,goal_y,goal_yaw,model_path,avg_reward,success_rate,collision_rate,timeout_rate,min_ttc,frechet_distance,smoothness
,1,movebase,diffusion,True,0,1,0,78,87.22022759914398,-3.0,-4.0,0.0,,,,,,3.7248922330919956,2.7458757154451994,6.370152122740681e-05
summary,all,movebase,diffusion,True,,,,,,,,,,87.22022759914398,1.0,0.0,0.0,3.7248922330919956,2.7458757154451994,6.370152122740681e-05
