sample_id,step,x,y
0,0,-3.4678683280944824,-1.3921798467636108
0,1,-3.429326057434082,-1.3769515752792358
0,2,-3.387608528137207,-1.3340098857879639
0,3,-3.358447551727295,-1.310215950012207
0,4,-3.3389534950256348,-1.276559829711914
0,5,-3.318758487701416,-1.2444976568222046
0,6,-3.3075530529022217,-1.2042858600616455
0,7,-3.302164316177368,-1.188140869140625
0,8,-3.305783748626709,-1.161014437675476
0,9,-3.307495355606079,-1.1312159299850464
0,10,-3.3111379146575928,-1.0982210636138916
0,11,-3.3127334117889404,-1.0578477382659912
0,12,-3.3336267471313477,-1.032846450805664
0,13,-3.3655550479888916,-0.9986342787742615
0,14,-3.3915727138519287,-0.9720399379730225
0,15,-3.4229323863983154,-0.9250510334968567
1,0,-3.4509241580963135,-1.4055997133255005
1,1,-3.421781063079834,-1.3924267292022705
1,2,-3.3836593627929688,-1.3688446283340454
1,3,-3.3569400310516357,-1.332362174987793
1,4,-3.3277413845062256,-1.3059895038604736
1,5,-3.3057620525360107,-1.2777782678604126
1,6,-3.289562702178955,-1.252024531364441
1,7,-3.317448139190674,-1.2021996974945068
1,8,-3.305260419845581,-1.1768293380737305
1,9,-3.310991048812866,-1.1299799680709839
1,10,-3.304685354232788,-1.0927908420562744
1,11,-3.311170816421509,-1.0660247802734375
1,12,-3.3216114044189453,-1.0396264791488647
1,13,-3.3354947566986084,-1.0212082862854004
1,14,-3.3561086654663086,-1.0169485807418823
1,15,-3.368157386779785,-0.988326370716095
2,0,-3.458026647567749,-1.4108117818832397
2,1,-3.423513174057007,-1.3858935832977295
2,2,-3.3866024017333984,-1.3770910501480103
2,3,-3.352169990539551,-1.3658082485198975
2,4,-3.328223943710327,-1.321413278579712
2,5,-3.3063297271728516,-1.300398588180542
2,6,-3.2746853828430176,-1.2590203285217285
2,7,-3.2639825344085693,-1.2294015884399414
2,8,-3.269749879837036,-1.2162295579910278
2,9,-3.2597267627716064,-1.2015599012374878
2,10,-3.2600886821746826,-1.17323899269104
2,11,-3.2630579471588135,-1.1410800218582153
2,12,-3.2614760398864746,-1.1182785034179688
2,13,-3.2705838680267334,-1.097700834274292
2,14,-3.255828380584717,-1.0472477674484253
2,15,-3.25704288482666,-1.007428765296936
3,0,-3.4522058963775635,-1.3832221031188965
3,1,-3.422952651977539,-1.3701820373535156
3,2,-3.3935651779174805,-1.348151445388794
3,3,-3.367868185043335,-1.31746244430542
3,4,-3.3489341735839844,-1.287493348121643
3,5,-3.332453966140747,-1.2535840272903442
3,6,-3.313969373703003,-1.2227457761764526
3,7,-3.315070867538452,-1.1874462366104126
3,8,-3.3175768852233887,-1.1551823616027832
3,9,-3.320390224456787,-1.1221543550491333
3,10,-3.312354326248169,-1.099949836730957
3,11,-3.32578706741333,-1.0729492902755737
3,12,-3.339087963104248,-1.0551965236663818
3,13,-3.3553311824798584,-1.0237327814102173
3,14,-3.366339683532715,-0.997207760810852
3,15,-3.3704469203948975,-0.9672976136207581
4,0,-3.4611942768096924,-1.4068557024002075
4,1,-3.425544023513794,-1.3955800533294678
4,2,-3.4277355670928955,-1.392045497894287
4,3,-3.388286590576172,-1.3470081090927124
4,4,-3.3719587326049805,-1.3241820335388184
4,5,-3.359938621520996,-1.2956714630126953
4,6,-3.34255313873291,-1.2677401304244995
4,7,-3.3218371868133545,-1.2469758987426758
4,8,-3.3117117881774902,-1.220971703529358
4,9,-3.298464298248291,-1.2085051536560059
4,10,-3.3011863231658936,-1.18324875831604
4,11,-3.3001749515533447,-1.1459581851959229
4,12,-3.300814628601074,-1.114842414855957
4,13,-3.3194873332977295,-1.0955878496170044
4,14,-3.3246877193450928,-1.0836732387542725
4,15,-3.341978073120117,-1.0766239166259766
5,0,-3.4547088146209717,-1.4044381380081177
5,1,-3.422970771789551,-1.3858450651168823
5,2,-3.388770818710327,-1.3662760257720947
5,3,-3.360063076019287,-1.3515040874481201
5,4,-3.3490304946899414,-1.331363320350647
5,5,-3.325218439102173,-1.3040324449539185
5,6,-3.315437078475952,-1.2831671237945557
5,7,-3.306504249572754,-1.263872504234314
5,8,-3.3032243251800537,-1.2393981218338013
5,9,-3.2998738288879395,-1.2208768129348755
5,10,-3.2926056385040283,-1.1973458528518677
5,11,-3.293959140777588,-1.171513557434082
5,12,-3.3044793605804443,-1.1606268882751465
5,13,-3.315373420715332,-1.1367530822753906
5,14,-3.3367061614990234,-1.1098641157150269
5,15,-3.3567581176757812,-1.1062089204788208
6,0,-3.4658150672912598,-1.3950203657150269
6,1,-3.431487798690796,-1.3753232955932617
6,2,-3.4041786193847656,-1.3597545623779297
6,3,-3.3852176666259766,-1.3512969017028809
6,4,-3.3529281616210938,-1.3458268642425537
6,5,-3.334526777267456,-1.3178627490997314
6,6,-3.3123912811279297,-1.2887948751449585
6,7,-3.3030099868774414,-1.2688130140304565
6,8,-3.305295705795288,-1.2480334043502808
6,9,-3.3095903396606445,-1.2216713428497314
6,10,-3.3075718879699707,-1.2005012035369873
6,11,-3.319039821624756,-1.1833534240722656
6,12,-3.3240654468536377,-1.1618640422821045
