row_type,episode,robot1_mode,opponent_mode,opponent_enabled,collided,reached_goal,timed_out,steps,episode_reward,goal_x,goal_y,goal_yaw,model_path,avg_reward,success_rate,collision_rate,timeout_rate,min_ttc,frechet_distance,smoothness
,1,movebase,rule_based,True,1,0,0,47,-121.51747485995293,-3.075,-3.075,-2.8191724504468576,,,,,,0.5134319491391472,2.5933705045274142,0.00028554478046062504
summary,all,movebase,rule_based,True,,,,,,,,,,-121.51747485995293,0.0,1.0,0.0,0.5134319491391472,2.5933705045274142,0.00028554478046062504
