row_type,episode,robot1_mode,opponent_mode,opponent_enabled,collided,reached_goal,timed_out,steps,episode_reward,goal_x,goal_y,goal_yaw,model_path,avg_reward,success_rate,collision_rate,timeout_rate,min_ttc,frechet_distance,smoothness
,1,movebase,rule_based,True,0,1,0,114,80.50466210395098,-3.0,-4.0,0.0,,,,,,2.75046909242184,2.7458885364209884,9.562892567643183e-05
summary,all,movebase,rule_based,True,,,,,,,,,,80.50466210395098,1.0,0.0,0.0,2.75046909242184,2.7458885364209884,9.562892567643183e-05
