row_type,episode,robot1_mode,opponent_mode,opponent_enabled,collided,reached_goal,timed_out,steps,episode_reward,goal_x,goal_y,goal_yaw,model_path,avg_reward,success_rate,collision_rate,timeout_rate,min_ttc,frechet_distance,smoothness
,1,movebase,movebase,True,0,1,0,87,70.50807666778564,-6.125,-4.975,-1.9802731557835358,,,,,,4.944229909464902,3.7186794609895295,0.0001221451747636392
summary,all,movebase,movebase,True,,,,,,,,,,70.50807666778564,1.0,0.0,0.0,4.944229909464902,3.7186794609895295,0.0001221451747636392
