case_name,episode,collided,reached_goal,steps,episode_reward,min_ttc_s,frechet_distance,smoothness,triptych_path,source_episode_dir
high_threat_collision_primary,7,True,False,118,-141.60211055725813,0.4523937228569643,3.5686022741585384,0.00010741904862023716,/data/lzq/ros_motion_planning/src/rl_training/model_screening/table31_case_capture_20260321/selected_cases/high_threat_collision_primary_triptych.png,/data/lzq/ros_motion_planning/src/rl_training/model_screening/table31_case_capture_20260321/episode_images/ours_diffusion/episode_007
high_threat_collision_alt,3,True,False,81,-128.19512978196144,0.61031648150571,2.203998701542787,0.00010807149696748617,/data/lzq/ros_motion_planning/src/rl_training/model_screening/table31_case_capture_20260321/selected_cases/high_threat_collision_alt_triptych.png,/data/lzq/ros_motion_planning/src/rl_training/model_screening/table31_case_capture_20260321/episode_images/ours_diffusion/episode_003
threatening_noncollision_primary,19,False,True,68,84.96381977945566,1.1898640184058202,2.208339535666866,0.0001076892135302338,/data/lzq/ros_motion_planning/src/rl_training/model_screening/table31_case_capture_20260321/selected_cases/threatening_noncollision_primary_triptych.png,/data/lzq/ros_motion_planning/src/rl_training/model_screening/table31_case_capture_20260321/episode_images/ours_diffusion/episode_019
threatening_noncollision_alt,2,False,True,159,43.65809377282858,1.3010497475867397,3.545233986909298,4.278081314139227e-05,/data/lzq/ros_motion_planning/src/rl_training/model_screening/table31_case_capture_20260321/selected_cases/threatening_noncollision_alt_triptych.png,/data/lzq/ros_motion_planning/src/rl_training/model_screening/table31_case_capture_20260321/episode_images/ours_diffusion/episode_002
