row_type,episode,robot1_mode,opponent_mode,opponent_enabled,collided,reached_goal,timed_out,steps,episode_reward,goal_x,goal_y,goal_yaw,model_path,avg_reward,success_rate,collision_rate,timeout_rate,min_ttc,frechet_distance,smoothness
,1,movebase,rule_based,True,0,0,0,400,-90.89227855205536,-2.2,-1.6,1.7978664651663627,,,,,,4.552629520869329,2.6123565927681467,1.6957353134141375e-05
summary,all,movebase,rule_based,True,,,,,,,,,,-90.89227855205536,0.0,0.0,0.0,4.552629520869329,2.6123565927681467,1.6957353134141375e-05
